series,reference_period,vintage_date,value
gdp,2024-04-01,2024-10-29,23261.384016408167
gdp,2024-07-01,2024-10-29,23650.104624576445
gdp,2024-07-01,2024-11-29,23686.551634546642
gdp,2024-07-01,2025-01-29,23690.204633646077
gdp,2024-10-01,2025-01-29,23886.8586726436
gdp,2024-10-01,2025-02-28,23846.790775740683
gdp,2024-10-01,2025-04-29,23803.0478453185
gdp,2025-01-01,2025-04-29,23841.973004533596
gdp,2025-01-01,2025-05-29,23866.835356877913
gdp,2025-01-01,2025-07-29,23851.34170987085
gdp,2025-04-01,2025-07-29,24102.372749635568
gdp,2025-04-01,2025-08-29,24135.548915306725
gdp,2025-04-01,2025-10-29,24072.55541591376
gdp,2025-07-01,2025-10-29,24213.025498826948
gdp,2025-07-01,2025-12-01,24199.854867744554
gdp,2025-07-01,2026-01-29,24214.813701716972
gdp,2025-10-01,2026-01-29,24471.00902179123
gdp,2025-10-01,2026-03-02,24475.019479508785
gdp,2025-10-01,2026-04-29,24528.661654572246
gdp,2026-01-01,2026-04-29,24580.43177106035
gdp,2026-01-01,2026-05-29,24558.17684429969
gdp,2026-01-01,2026-07-29,24543.320532809066
gdp,2026-04-01,2026-07-29,24630.823226459383
indpro,2014-09-01,2014-10-16,100.4585272481084
indpro,2014-09-01,2014-11-17,100.63567665438087
indpro,2014-09-01,2015-01-16,100.5073069671566
indpro,2014-10-01,2014-11-17,99.45897890332427
indpro,2014-10-01,2014-12-17,99.78411918798199
indpro,2014-10-01,2015-02-17,99.67345840795194
indpro,2014-11-01,2014-12-16,99.65896885897689
indpro,2014-11-01,2015-01-16,100.09993706139295
indpro,2014-11-01,2015-03-16,100.69486177538593
indpro,2014-12-01,2015-01-16,101.70696904383395
indpro,2014-12-01,2015-02-16,101.01662778427074
indpro,2014-12-01,2015-04-16,100.69302785858343
indpro,2015-01-01,2015-02-16,101.01043970255964
indpro,2015-01-01,2015-03-16,101.1512781683592
indpro,2015-01-01,2015-05-18,101.33234801848086
indpro,2015-02-01,2015-03-16,103.05140885974681
indpro,2015-02-01,2015-04-16,102.49309413916502
indpro,2015-02-01,2015-06-16,101.88635551395862
indpro,2015-03-01,2015-04-16,102.17129272297132
indpro,2015-03-01,2015-05-18,102.1744086199866
indpro,2015-03-01,2015-07-16,102.25909297216363
indpro,2015-04-01,2015-05-18,102.90606065949285
indpro,2015-04-01,2015-06-18,102.58804687141549
indpro,2015-04-01,2015-08-18,102.0840040399321
indpro,2015-05-01,2015-06-16,102.70273197758499
indpro,2015-05-01,2015-07-16,102.6633370622634
indpro,2015-05-01,2015-09-16,102.65465732543073
indpro,2015-06-01,2015-07-16,103.37949562750937
indpro,2015-06-01,2015-08-17,102.8361023069139
indpro,2015-06-01,2015-10-16,102.96314008883347
indpro,2015-07-01,2015-08-17,102.2991096939792
indpro,2015-07-01,2015-09-17,102.33287500692632
indpro,2015-07-01,2015-11-17,102.92169336048661
indpro,2015-08-01,2015-09-16,103.29851690008364
indpro,2015-08-01,2015-10-16,103.15345175249837
indpro,2015-08-01,2015-12-16,103.18434167592747
indpro,2015-09-01,2015-10-16,103.79961545730342
indpro,2015-09-01,2015-11-16,103.82703976100728
indpro,2015-09-01,2016-01-18,104.00181220529878
indpro,2015-10-01,2015-11-16,104.76609750532788
indpro,2015-10-01,2015-12-16,105.2242263465102
indpro,2015-10-01,2016-02-16,105.10304185718309
indpro,2015-11-01,2015-12-16,105.69108812018301
indpro,2015-11-01,2016-01-18,105.25199727261023
indpro,2015-11-01,2016-03-16,104.84033562936523
indpro,2015-12-01,2016-01-18,103.54897312651222
indpro,2015-12-01,2016-02-18,103.64803453228812
indpro,2015-12-01,2016-04-18,103.7295668013814
indpro,2016-01-01,2016-02-16,104.28638677066083
indpro,2016-01-01,2016-03-16,104.56764221593029
indpro,2016-01-01,2016-05-16,104.29988430417791
indpro,2016-02-01,2016-03-16,104.18684323144073
indpro,2016-02-01,2016-04-18,103.51329484081391
indpro,2016-02-01,2016-06-16,103.2228514826732
indpro,2016-03-01,2016-04-18,103.63774311652706
indpro,2016-03-01,2016-05-18,103.2666638686251
indpro,2016-03-01,2016-07-18,103.28161672955085
indpro,2016-04-01,2016-05-16,103.70599564054538
indpro,2016-04-01,2016-06-16,103.85997745449754
indpro,2016-04-01,2016-08-16,103.77951342503363
indpro,2016-05-01,2016-06-16,104.74398316718948
indpro,2016-05-01,2016-07-18,104.72431360790144
indpro,2016-05-01,2016-09-16,104.7213332741694
indpro,2016-06-01,2016-07-18,105.68075392503366
indpro,2016-06-01,2016-08-18,105.36923081912013
indpro,2016-06-01,2016-10-18,105.09403550651342
indpro,2016-07-01,2016-08-16,105.26931813399156
indpro,2016-07-01,2016-09-16,105.4894145437468
indpro,2016-07-01,2016-11-16,105.66396373885591
indpro,2016-08-01,2016-09-16,107.1996736206167
indpro,2016-08-01,2016-10-17,106.85103287070643
indpro,2016-08-01,2016-12-16,106.26581183027699
indpro,2016-09-01,2016-10-17,107.30448715403105
indpro,2016-09-01,2016-11-17,107.57649990111875
indpro,2016-09-01,2017-01-17,107.59907102764998
indpro,2016-10-01,2016-11-16,108.68045740085839
indpro,2016-10-01,2016-12-16,108.65039463297495
indpro,2016-10-01,2017-02-16,108.43455500095335
indpro,2016-11-01,2016-12-16,107.49892463100313
indpro,2016-11-01,2017-01-16,107.81735091608154
indpro,2016-11-01,2017-03-16,108.07544773843085
indpro,2016-12-01,2017-01-16,107.22803644155857
indpro,2016-12-01,2017-02-16,107.224880126825
indpro,2016-12-01,2017-04-17,107.80510748975493
indpro,2017-01-01,2017-02-16,107.66287490726907
indpro,2017-01-01,2017-03-16,107.53078793923889
indpro,2017-01-01,2017-05-16,107.48284424578162
indpro,2017-02-01,2017-03-16,107.46885483992003
indpro,2017-02-01,2017-04-17,107.4221353278169
indpro,2017-02-01,2017-06-16,107.05901199305549
indpro,2017-03-01,2017-04-17,108.53361318890646
indpro,2017-03-01,2017-05-17,108.71640565448837
indpro,2017-03-01,2017-07-17,107.87924032932199
indpro,2017-04-01,2017-05-16,106.75628255225952
indpro,2017-04-01,2017-06-16,106.71621857739895
indpro,2017-04-01,2017-08-16,107.33534119035693
indpro,2017-05-01,2017-06-16,107.9807663415438
indpro,2017-05-01,2017-07-17,107.93958990366212
indpro,2017-05-01,2017-09-18,108.0020060059665
indpro,2017-06-01,2017-07-17,107.75592841692817
indpro,2017-06-01,2017-08-17,108.20566178947998
indpro,2017-06-01,2017-10-17,108.32971540184808
indpro,2017-07-01,2017-08-16,109.54452466326585
indpro,2017-07-01,2017-09-18,109.11812661461366
indpro,2017-07-01,2017-11-16,108.68746039013119
indpro,2017-08-01,2017-09-18,108.62183239471322
indpro,2017-08-01,2017-10-18,108.93773378154724
indpro,2017-08-01,2017-12-18,109.18545987991335
indpro,2017-09-01,2017-10-16,109.08125621270982
indpro,2017-09-01,2017-11-16,109.07145843115488
indpro,2017-09-01,2018-01-16,109.06480545427834
indpro,2017-10-01,2017-11-16,110.12009645681344
indpro,2017-10-01,2017-12-18,110.47307547274895
indpro,2017-10-01,2018-02-16,110.40278644596194
indpro,2017-11-01,2017-12-18,110.21953434143514
indpro,2017-11-01,2018-01-18,110.32646780382504
indpro,2017-11-01,2018-03-19,109.90594140949399
indpro,2017-12-01,2018-01-16,109.95355538887516
indpro,2017-12-01,2018-02-16,109.82707208979888
indpro,2017-12-01,2018-04-16,109.70965754817065
indpro,2018-01-01,2018-02-16,111.06726088829014
indpro,2018-01-01,2018-03-16,110.9656970487528
indpro,2018-01-01,2018-05-16,110.47840915376888
indpro,2018-02-01,2018-03-16,110.35860184451968
indpro,2018-02-01,2018-04-16,110.43042305539647
indpro,2018-02-01,2018-06-18,110.54360406251791
indpro,2018-03-01,2018-04-16,110.5583167661609
indpro,2018-03-01,2018-05-16,110.77278815965877
indpro,2018-03-01,2018-07-16,110.69673620156848
indpro,2018-04-01,2018-05-16,110.89665146345943
indpro,2018-04-01,2018-06-18,110.16530600742514
indpro,2018-04-01,2018-08-16,110.35360356191029
indpro,2018-05-01,2018-06-18,109.66736860224879
indpro,2018-05-01,2018-07-18,109.61145331596923
indpro,2018-05-01,2018-09-18,109.53742227250456
indpro,2018-06-01,2018-07-16,109.16771666345096
indpro,2018-06-01,2018-08-16,109.16899975837164
indpro,2018-06-01,2018-10-16,109.05547225725117
indpro,2018-07-01,2018-08-16,110.1901244608502
indpro,2018-07-01,2018-09-17,109.91919163936716
indpro,2018-07-01,2018-11-16,109.92106986225696
indpro,2018-08-01,2018-09-17,108.84979448757393
indpro,2018-08-01,2018-10-17,109.07423804085238
indpro,2018-08-01,2018-12-17,109.24538900485783
indpro,2018-09-01,2018-10-16,109.96068645683664
indpro,2018-09-01,2018-11-16,109.53347898577357
indpro,2018-09-01,2019-01-16,109.268582283698
indpro,2018-10-01,2018-11-16,109.82495199571605
indpro,2018-10-01,2018-12-17,109.37355804485829
indpro,2018-10-01,2019-02-18,109.56946007288397
indpro,2018-11-01,2018-12-17,109.40170862649173
indpro,2018-11-01,2019-01-17,109.44262683983892
indpro,2018-11-01,2019-03-18,109.10279751436984
indpro,2018-12-01,2019-01-16,109.2782536035998
indpro,2018-12-01,2019-02-18,109.39256569497738
indpro,2018-12-01,2019-04-16,109.40110158532492
indpro,2019-01-01,2019-02-18,109.74177730161323
indpro,2019-01-01,2019-03-18,109.94639427640026
indpro,2019-01-01,2019-05-20,109.86690293008662
indpro,2019-02-01,2019-03-18,109.68833424358965
indpro,2019-02-01,2019-04-18,110.3428267039527
indpro,2019-02-01,2019-06-18,109.99628403543286
indpro,2019-03-01,2019-04-16,109.94675958918057
indpro,2019-03-01,2019-05-16,109.71951733110963
indpro,2019-03-01,2019-07-16,109.81025268401972
indpro,2019-04-01,2019-05-16,109.01165564375582
indpro,2019-04-01,2019-06-17,109.24850550495324
indpro,2019-04-01,2019-08-16,108.95143144424036
indpro,2019-05-01,2019-06-17,109.84489068645391
indpro,2019-05-01,2019-07-17,110.01420792713286
indpro,2019-05-01,2019-09-17,109.57574042186538
indpro,2019-06-01,2019-07-16,110.0825153560248
indpro,2019-06-01,2019-08-16,109.31924253631709
indpro,2019-06-01,2019-10-16,109.62596639126974
indpro,2019-07-01,2019-08-16,110.32829634331877
indpro,2019-07-01,2019-09-16,110.21779387564452
indpro,2019-07-01,2019-11-18,110.30227583479635
indpro,2019-08-01,2019-09-16,109.7612172927502
indpro,2019-08-01,2019-10-16,109.96338351524012
indpro,2019-08-01,2019-12-16,109.84508993591756
indpro,2019-09-01,2019-10-16,109.51095006163195
indpro,2019-09-01,2019-11-18,109.58747501234289
indpro,2019-09-01,2020-01-16,109.86095976747295
indpro,2019-10-01,2019-11-18,108.93468391089937
indpro,2019-10-01,2019-12-18,108.98427708158633
indpro,2019-10-01,2020-02-18,109.1247067508954
indpro,2019-11-01,2019-12-16,108.78967445300339
indpro,2019-11-01,2020-01-16,108.99473791729338
indpro,2019-11-01,2020-03-16,109.09410790657088
indpro,2019-12-01,2020-01-16,109.29666636178163
indpro,2019-12-01,2020-02-17,109.2671536755661
indpro,2019-12-01,2020-04-16,109.21712044492399
indpro,2020-01-01,2020-02-17,108.50587544300761
indpro,2020-01-01,2020-03-17,108.51952484346822
indpro,2020-01-01,2020-05-18,108.57094938915725
indpro,2020-02-01,2020-03-16,109.29828997853947
indpro,2020-02-01,2020-04-16,109.21918657610624
indpro,2020-02-01,2020-06-16,108.78013862097376
indpro,2020-03-01,2020-04-16,109.44179456869156
indpro,2020-03-01,2020-05-18,109.1538882909486
indpro,2020-03-01,2020-07-16,109.03243506080815
indpro,2020-04-01,2020-05-18,109.5165557321774
indpro,2020-04-01,2020-06-18,110.01669755888965
indpro,2020-04-01,2020-08-18,109.76095573878663
indpro,2020-05-01,2020-06-16,110.53348997441378
indpro,2020-05-01,2020-07-16,110.73988095962389
indpro,2020-05-01,2020-09-16,110.34103815658985
indpro,2020-06-01,2020-07-16,110.76982865238793
indpro,2020-06-01,2020-08-17,110.24933867308842
indpro,2020-06-01,2020-10-16,110.43692199633482
indpro,2020-07-01,2020-08-17,111.99863776370732
indpro,2020-07-01,2020-09-17,112.04039091168113
indpro,2020-07-01,2020-11-17,111.79558988823533
indpro,2020-08-01,2020-09-16,110.03693531362518
indpro,2020-08-01,2020-10-16,110.63968632603508
indpro,2020-08-01,2020-12-16,110.69990882323808
indpro,2020-09-01,2020-10-16,111.0402782885469
indpro,2020-09-01,2020-11-16,111.09882533555331
indpro,2020-09-01,2021-01-18,111.1045960765785
indpro,2020-10-01,2020-11-16,111.23198400480076
indpro,2020-10-01,2020-12-16,111.50350933219782
indpro,2020-10-01,2021-02-16,111.62334193935108
indpro,2020-11-01,2020-12-16,111.92043508374111
indpro,2020-11-01,2021-01-18,111.70078757364195
indpro,2020-11-01,2021-03-16,111.68949151579388
indpro,2020-12-01,2021-01-18,112.79431066137178
indpro,2020-12-01,2021-02-18,112.9412686934354
indpro,2020-12-01,2021-04-19,112.8781265809545
indpro,2021-01-01,2021-02-16,114.60066117169235
indpro,2021-01-01,2021-03-16,114.06367794490646
indpro,2021-01-01,2021-05-17,113.6997839101528
indpro,2021-02-01,2021-03-16,114.90637611616862
indpro,2021-02-01,2021-04-16,114.83880890888022
indpro,2021-02-01,2021-06-16,114.2743869052804
indpro,2021-03-01,2021-04-16,115.33068204143453
indpro,2021-03-01,2021-05-17,115.28766082067627
indpro,2021-03-01,2021-07-16,115.1665572801752
indpro,2021-04-01,2021-05-17,114.23136144642531
indpro,2021-04-01,2021-06-17,114.20441043289468
indpro,2021-04-01,2021-08-17,114.17621438186056
indpro,2021-05-01,2021-06-16,114.07265699460078
indpro,2021-05-01,2021-07-16,114.39199649208538
indpro,2021-05-01,2021-09-16,114.51050047317422
indpro,2021-06-01,2021-07-16,115.09808845143198
indpro,2021-06-01,2021-08-16,115.00149177109317
indpro,2021-06-01,2021-10-18,114.76797380854316
indpro,2021-07-01,2021-08-16,115.15808789559952
indpro,2021-07-01,2021-09-16,114.78492814010954
indpro,2021-07-01,2021-11-16,114.84574155739611
indpro,2021-08-01,2021-09-16,114.9644066831304
indpro,2021-08-01,2021-10-18,115.33371735694934
indpro,2021-08-01,2021-12-16,115.02509743400051
indpro,2021-09-01,2021-10-18,114.54728710495516
indpro,2021-09-01,2021-11-18,114.47590041362551
indpro,2021-09-01,2022-01-18,114.4486232263579
indpro,2021-10-01,2021-11-16,115.16403451628315
indpro,2021-10-01,2021-12-16,115.1403757121706
indpro,2021-10-01,2022-02-16,114.49051111259045
indpro,2021-11-01,2021-12-16,115.26139903155949
indpro,2021-11-01,2022-01-17,114.96589593794016
indpro,2021-11-01,2022-03-16,114.77546021050445
indpro,2021-12-01,2022-01-17,115.51870053629226
indpro,2021-12-01,2022-02-17,115.12436937393336
indpro,2021-12-01,2022-04-18,115.25702699171651
indpro,2022-01-01,2022-02-16,114.80918006224896
indpro,2022-01-01,2022-03-16,114.99021428094778
indpro,2022-01-01,2022-05-16,114.76118055608922
indpro,2022-02-01,2022-03-16,114.83668423336715
indpro,2022-02-01,2022-04-18,115.20002033814076
indpro,2022-02-01,2022-06-16,115.20416566183374
indpro,2022-03-01,2022-04-18,114.8684432859891
indpro,2022-03-01,2022-05-18,115.01497147296647
indpro,2022-03-01,2022-07-18,114.97565103122724
indpro,2022-04-01,2022-05-16,115.0880222912698
indpro,2022-04-01,2022-06-16,115.1736275370373
indpro,2022-04-01,2022-08-16,114.75044545110187
indpro,2022-05-01,2022-06-16,116.25942653114386
indpro,2022-05-01,2022-07-18,115.47864739580612
indpro,2022-05-01,2022-09-16,115.28160415712374
indpro,2022-06-01,2022-07-18,114.48487545667557
indpro,2022-06-01,2022-08-18,114.8889533008555
indpro,2022-06-01,2022-10-18,115.12385227587865
indpro,2022-07-01,2022-08-16,115.71488722630204
indpro,2022-07-01,2022-09-16,115.73377039293845
indpro,2022-07-01,2022-11-16,115.37100675672554
indpro,2022-08-01,2022-09-16,114.49176228480941
indpro,2022-08-01,2022-10-17,114.95674461613864
indpro,2022-08-01,2022-12-16,115.23642230821898
indpro,2022-09-01,2022-10-17,115.13358234097237
indpro,2022-09-01,2022-11-17,115.14164609199386
indpro,2022-09-01,2023-01-17,115.19689209985675
indpro,2022-10-01,2022-11-16,116.468668771628
indpro,2022-10-01,2022-12-16,116.55046029294625
indpro,2022-10-01,2023-02-16,116.55307186288432
indpro,2022-11-01,2022-12-16,117.66969347332041
indpro,2022-11-01,2023-01-16,117.54172950565729
indpro,2022-11-01,2023-03-16,117.33329509018591
indpro,2022-12-01,2023-01-16,118.29549800622027
indpro,2022-12-01,2023-02-16,117.90255028969263
indpro,2022-12-01,2023-04-17,118.0800705627994
indpro,2023-01-01,2023-02-16,119.37699086334557
indpro,2023-01-01,2023-03-16,119.24685313117286
indpro,2023-01-01,2023-05-16,118.98861604561925
indpro,2023-02-01,2023-03-16,118.9573066315273
indpro,2023-02-01,2023-04-17,119.00444307170277
indpro,2023-02-01,2023-06-16,118.95539929375177
indpro,2023-03-01,2023-04-17,119.61668305650174
indpro,2023-03-01,2023-05-17,119.57737864885245
indpro,2023-03-01,2023-07-17,119.56693548358209
indpro,2023-04-01,2023-05-16,120.72582505526492
indpro,2023-04-01,2023-06-16,120.41993196080585
indpro,2023-04-01,2023-08-16,120.27217024961696
indpro,2023-05-01,2023-06-16,120.80462121281391
indpro,2023-05-01,2023-07-17,120.88722535733663
indpro,2023-05-01,2023-09-18,120.64861239792977
indpro,2023-06-01,2023-07-17,121.63437806623254
indpro,2023-06-01,2023-08-17,121.04943169461852
indpro,2023-06-01,2023-10-17,120.96628246469076
indpro,2023-07-01,2023-08-16,122.15381064376291
indpro,2023-07-01,2023-09-18,122.16722747746317
indpro,2023-07-01,2023-11-16,122.25641251653938
indpro,2023-08-01,2023-09-18,121.38926333765144
indpro,2023-08-01,2023-10-18,121.08821778644995
indpro,2023-08-01,2023-12-18,121.32788389855979
indpro,2023-09-01,2023-10-16,122.35301852626232
indpro,2023-09-01,2023-11-16,122.01383508585859
indpro,2023-09-01,2024-01-16,122.30742978346522
indpro,2023-10-01,2023-11-16,121.26658710926621
indpro,2023-10-01,2023-12-18,121.60132888581363
indpro,2023-10-01,2024-02-16,121.99219609117667
indpro,2023-11-01,2023-12-18,123.26423665830421
indpro,2023-11-01,2024-01-18,123.10450829988858
indpro,2023-11-01,2024-03-18,122.56735493944262
indpro,2023-12-01,2024-01-16,123.51927394986264
indpro,2023-12-01,2024-02-16,123.75441184652068
indpro,2023-12-01,2024-04-16,123.78367358139293
indpro,2024-01-01,2024-02-16,124.50993821781853
indpro,2024-01-01,2024-03-18,123.95741986799322
indpro,2024-01-01,2024-05-16,123.4901110643074
indpro,2024-02-01,2024-03-18,122.94023053061493
indpro,2024-02-01,2024-04-18,122.8181178426356
indpro,2024-02-01,2024-06-18,123.16914082772652
indpro,2024-03-01,2024-04-16,123.5515039327662
indpro,2024-03-01,2024-05-16,123.31899433805512
indpro,2024-03-01,2024-07-16,123.34276288745957
indpro,2024-04-01,2024-05-16,123.47608540360557
indpro,2024-04-01,2024-06-17,123.58206139103216
indpro,2024-04-01,2024-08-16,123.18750640776052
indpro,2024-05-01,2024-06-17,122.7902694254217
indpro,2024-05-01,2024-07-17,123.01799183789247
indpro,2024-05-01,2024-09-17,123.0835771304543
indpro,2024-06-01,2024-07-16,122.67057626680541
indpro,2024-06-01,2024-08-16,122.74896270716376
indpro,2024-06-01,2024-10-16,122.93949991187067
indpro,2024-07-01,2024-08-16,123.87213443583217
indpro,2024-07-01,2024-09-16,124.15091593123852
indpro,2024-07-01,2024-11-18,123.7742229657625
indpro,2024-08-01,2024-09-16,122.57890695520022
indpro,2024-08-01,2024-10-16,122.87019214633396
indpro,2024-08-01,2024-12-16,123.05136255944255
indpro,2024-09-01,2024-10-16,124.43742562475441
indpro,2024-09-01,2024-11-18,124.7263182670435
indpro,2024-09-01,2025-01-16,124.09552143292821
indpro,2024-10-01,2024-11-18,122.8857924973497
indpro,2024-10-01,2024-12-18,123.18186705584226
indpro,2024-10-01,2025-02-18,123.1636975961412
indpro,2024-11-01,2024-12-16,123.6716826761995
indpro,2024-11-01,2025-01-16,124.04246747136817
indpro,2024-11-01,2025-03-17,123.97067624409092
indpro,2024-12-01,2025-01-16,124.57993304262817
indpro,2024-12-01,2025-02-17,124.57054964560281
indpro,2024-12-01,2025-04-16,124.7641986038728
indpro,2025-01-01,2025-02-17,124.87123576492687
indpro,2025-01-01,2025-03-17,124.90849983600638
indpro,2025-01-01,2025-05-19,124.55813639877566
indpro,2025-02-01,2025-03-17,124.81131853247504
indpro,2025-02-01,2025-04-17,125.03317558209962
indpro,2025-02-01,2025-06-17,125.48587890238335
indpro,2025-03-01,2025-04-16,125.77495262913293
indpro,2025-03-01,2025-05-16,125.59419312981244
indpro,2025-03-01,2025-07-16,125.50373312953995
indpro,2025-04-01,2025-05-16,125.9408945271438
indpro,2025-04-01,2025-06-16,125.77452654294855
indpro,2025-04-01,2025-08-18,125.24537640128253
indpro,2025-05-01,2025-06-16,126.19984236781325
indpro,2025-05-01,2025-07-16,126.27511076925909
indpro,2025-05-01,2025-09-16,126.35407846877334
indpro,2025-06-01,2025-07-16,128.19698098198356
indpro,2025-06-01,2025-08-18,127.75425372058793
indpro,2025-06-01,2025-10-16,127.55294603476987
indpro,2025-07-01,2025-08-18,128.57729544145909
indpro,2025-07-01,2025-09-18,128.60072483181088
indpro,2025-07-01,2025-11-18,128.1056766415341
indpro,2025-08-01,2025-09-16,128.45707902113867
indpro,2025-08-01,2025-10-16,128.64279228131903
indpro,2025-08-01,2025-12-16,128.50717089055686
indpro,2025-09-01,2025-10-16,128.59322741449137
indpro,2025-09-01,2025-11-17,128.60314344410162
indpro,2025-09-01,2026-01-16,128.4936814085612
indpro,2025-10-01,2025-11-17,127.90983910303125
indpro,2025-10-01,2025-12-17,127.98491226919445
indpro,2025-10-01,2026-02-17,127.92614432590466
indpro,2025-11-01,2025-12-16,128.58739155513953
indpro,2025-11-01,2026-01-16,128.32717136685264
indpro,2025-11-01,2026-03-16,128.4270342650354
indpro,2025-12-01,2026-01-16,128.20639673558756
indpro,2025-12-01,2026-02-16,127.96195888455944
indpro,2025-12-01,2026-04-16,128.16636827275033
indpro,2026-01-01,2026-02-16,127.50916905148118
indpro,2026-01-01,2026-03-16,127.7374288882387
indpro,2026-01-01,2026-05-18,128.0860663579912
indpro,2026-02-01,2026-03-16,128.73583836380848
indpro,2026-02-01,2026-04-16,128.47144367322431
indpro,2026-02-01,2026-06-16,128.97373286371666
indpro,2026-03-01,2026-04-16,129.80260813617195
indpro,2026-03-01,2026-05-18,129.9018628144826
indpro,2026-03-01,2026-07-16,130.0411417740166
indpro,2026-04-01,2026-05-18,130.82802841659273
indpro,2026-04-01,2026-06-18,130.31880199343684
indpro,2026-05-01,2026-06-16,129.97406814377766
indpro,2026-05-01,2026-07-16,129.8513525189482
indpro,2026-06-01,2026-07-16,131.37443810364746
payrolls,2014-09-01,2014-10-06,144071.74234396356
payrolls,2014-09-01,2014-11-06,144127.62405458133
payrolls,2014-09-01,2015-01-06,144133.73534819853
payrolls,2014-10-01,2014-11-06,144240.0143178203
payrolls,2014-10-01,2014-12-08,144229.54251531625
payrolls,2014-10-01,2015-02-06,144267.77538299866
payrolls,2014-11-01,2014-12-08,144587.57332890187
payrolls,2014-11-01,2015-01-08,144490.41414806456
payrolls,2014-11-01,2015-03-09,144486.14940569244
payrolls,2014-12-01,2015-01-06,144581.802950614
payrolls,2014-12-01,2015-02-06,144583.61950321987
payrolls,2014-12-01,2015-04-06,144585.75740552534
payrolls,2015-01-01,2015-02-06,144753.6064151307
payrolls,2015-01-01,2015-03-06,144732.25947488417
payrolls,2015-01-01,2015-05-06,144703.91916578394
payrolls,2015-02-01,2015-03-06,144439.95006271926
payrolls,2015-02-01,2015-04-06,144439.41497138463
payrolls,2015-02-01,2015-06-08,144466.80642028715
payrolls,2015-03-01,2015-04-06,144713.85347774107
payrolls,2015-03-01,2015-05-06,144736.95106102002
payrolls,2015-03-01,2015-07-06,144682.75539947508
payrolls,2015-04-01,2015-05-06,144894.19059507988
payrolls,2015-04-01,2015-06-08,144854.5290341295
payrolls,2015-04-01,2015-08-06,144819.91463695926
payrolls,2015-05-01,2015-06-08,144987.30349453984
payrolls,2015-05-01,2015-07-08,144947.65579262658
payrolls,2015-05-01,2015-09-08,145016.6553909493
payrolls,2015-06-01,2015-07-06,145012.50242394695
payrolls,2015-06-01,2015-08-06,145012.33528921448
payrolls,2015-06-01,2015-10-06,145100.71294020474
payrolls,2015-07-01,2015-08-06,145194.18381537384
payrolls,2015-07-01,2015-09-07,145198.87222015948
payrolls,2015-07-01,2015-11-06,145139.28202673438
payrolls,2015-08-01,2015-09-07,145464.83123800324
payrolls,2015-08-01,2015-10-07,145391.30514922328
payrolls,2015-08-01,2015-12-07,145391.2508857901
payrolls,2015-09-01,2015-10-06,145497.78847859774
payrolls,2015-09-01,2015-11-06,145463.39708413233
payrolls,2015-09-01,2016-01-06,145519.49927623768
payrolls,2015-10-01,2015-11-06,145432.00407662176
payrolls,2015-10-01,2015-12-07,145419.05775144242
payrolls,2015-10-01,2016-02-08,145369.22210261924
payrolls,2015-11-01,2015-12-07,145554.91040988007
payrolls,2015-11-01,2016-01-07,145578.49266474185
payrolls,2015-11-01,2016-03-07,145534.37725368675
payrolls,2015-12-01,2016-01-06,146289.91013200083
payrolls,2015-12-01,2016-02-08,146236.1181684376
payrolls,2015-12-01,2016-04-06,146261.98549980996
payrolls,2016-01-01,2016-02-08,146638.19384385564
payrolls,2016-01-01,2016-03-08,146524.45359098792
payrolls,2016-01-01,2016-05-09,146489.30031392624
payrolls,2016-02-01,2016-03-07,146455.83525357972
payrolls,2016-02-01,2016-04-07,146406.66455008168
payrolls,2016-02-01,2016-06-07,146464.3119064167
payrolls,2016-03-01,2016-04-06,146417.42232932532
payrolls,2016-03-01,2016-05-06,146457.27799504658
payrolls,2016-03-01,2016-07-06,146426.45480420048
payrolls,2016-04-01,2016-05-06,147110.0551770131
payrolls,2016-04-01,2016-06-06,147099.49175775878
payrolls,2016-04-01,2016-08-08,147105.05999774797
payrolls,2016-05-01,2016-06-06,147179.4592905533
payrolls,2016-05-01,2016-07-06,147136.14838956937
payrolls,2016-05-01,2016-09-06,147129.56169373536
payrolls,2016-06-01,2016-07-06,147162.09062244656
payrolls,2016-06-01,2016-08-08,147160.49460570168
payrolls,2016-06-01,2016-10-06,147229.94263620008
payrolls,2016-07-01,2016-08-08,147398.96153743024
payrolls,2016-07-01,2016-09-08,147417.80466429226
payrolls,2016-07-01,2016-11-08,147339.232191312
payrolls,2016-08-01,2016-09-06,147231.29320369163
payrolls,2016-08-01,2016-10-06,147300.21913322716
payrolls,2016-08-01,2016-12-06,147238.3859128218
payrolls,2016-09-01,2016-10-06,147161.83668290725
payrolls,2016-09-01,2016-11-07,147171.1859154829
payrolls,2016-09-01,2017-01-06,147229.83581960847
payrolls,2016-10-01,2016-11-07,147371.26169173775
payrolls,2016-10-01,2016-12-07,147359.9833839849
payrolls,2016-10-01,2017-02-07,147358.3047923332
payrolls,2016-11-01,2016-12-06,147492.74112018335
payrolls,2016-11-01,2017-01-06,147475.64955897888
payrolls,2016-11-01,2017-03-06,147521.2367313237
payrolls,2016-12-01,2017-01-06,147200.77933532192
payrolls,2016-12-01,2017-02-06,147198.818073022
payrolls,2016-12-01,2017-04-06,147195.03685599944
payrolls,2017-01-01,2017-02-06,147058.7192632433
payrolls,2017-01-01,2017-03-06,147025.75278843858
payrolls,2017-01-01,2017-05-08,147078.93582795377
payrolls,2017-02-01,2017-03-06,147180.83919714508
payrolls,2017-02-01,2017-04-06,147181.22168005005
