market,report,contract_name,report_date,category,long,short,open_interest
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-08-18,nonreportable,73120,72670,607459
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-08-18,other_rept,110330,108355,607459
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-08-25,asset_manager,140297,138742,606605
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-08-25,dealer,154732,160702,606605
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-08-25,leveraged_funds,130669,124105,606605
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-08-25,nonreportable,70338,75247,606605
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-08-25,other_rept,110569,107809,606605
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-09-01,asset_manager,135551,138805,596426
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-09-01,dealer,154279,155863,596426
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-09-01,leveraged_funds,128499,122000,596426
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-09-01,nonreportable,72925,70217,596426
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-09-01,other_rept,105172,109541,596426
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-09-08,asset_manager,141730,136246,604296
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-09-08,dealer,164238,149996,604296
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-09-08,leveraged_funds,113843,139962,604296
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-09-08,nonreportable,74998,70032,604296
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-09-08,other_rept,109487,108060,604296
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-09-15,asset_manager,144508,135179,608016
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-09-15,dealer,169758,146410,608016
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-09-15,leveraged_funds,111395,143971,608016
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-09-15,nonreportable,70267,75659,608016
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-09-15,other_rept,112088,106797,608016
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-09-22,asset_manager,142961,137548,609802
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-09-22,dealer,160174,156923,609802
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-09-22,leveraged_funds,125974,130142,609802
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-09-22,nonreportable,69805,76548,609802
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-09-22,other_rept,110888,108641,609802
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-09-29,asset_manager,141871,136184,604468
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-09-29,dealer,157913,156410,604468
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-09-29,leveraged_funds,120550,133327,604468
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-09-29,nonreportable,74724,70348,604468
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-09-29,other_rept,109410,108199,604468
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-10-06,asset_manager,139864,139315,606913
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-10-06,dealer,160568,155027,606913
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-10-06,leveraged_funds,121362,133541,606913
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-10-06,nonreportable,74710,70951,606913
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-10-06,other_rept,110409,108079,606913
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-10-13,asset_manager,142681,133016,599343
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-10-13,dealer,163874,147784,599343
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-10-13,leveraged_funds,107153,144571,599343
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-10-13,nonreportable,74257,69586,599343
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-10-13,other_rept,111378,104386,599343
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-10-20,asset_manager,146865,134326,611285
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-10-20,dealer,173773,144095,611285
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-10-20,leveraged_funds,101903,154837,611285
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-10-20,nonreportable,74274,72435,611285
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-10-20,other_rept,114470,105592,611285
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-10-27,asset_manager,143703,136408,608937
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-10-27,dealer,162887,153760,608937
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-10-27,leveraged_funds,120511,135243,608937
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-10-27,nonreportable,70721,75424,608937
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-10-27,other_rept,111115,108102,608937
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-11-03,asset_manager,139991,137091,602352
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-11-03,dealer,158859,154364,602352
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-11-03,leveraged_funds,125685,127303,602352
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-11-03,nonreportable,69688,74877,602352
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-11-03,other_rept,108129,108717,602352
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-11-10,asset_manager,135929,139467,598687
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-11-10,dealer,148513,162804,598687
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-11-10,leveraged_funds,138445,113004,598687
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-11-10,nonreportable,69526,74159,598687
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-11-10,other_rept,106274,109253,598687
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-11-17,asset_manager,137704,141690,607378
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-11-17,dealer,151663,164174,607378
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-11-17,leveraged_funds,135767,119331,607378
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-11-17,nonreportable,73916,71855,607378
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-11-17,other_rept,108328,110328,607378
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-11-24,asset_manager,135242,141632,601901
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-11-24,dealer,150239,162750,601901
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-11-24,leveraged_funds,133351,119447,601901
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-11-24,nonreportable,76213,68244,601901
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-11-24,other_rept,106856,109828,601901
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-12-01,asset_manager,128023,143287,589804
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-12-01,dealer,143037,163661,589804
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-12-01,leveraged_funds,143368,104350,589804
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-12-01,nonreportable,71617,69935,589804
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-12-01,other_rept,103759,108571,589804
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-12-08,asset_manager,129763,149094,606212
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-12-08,dealer,141268,173962,606212
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-12-08,leveraged_funds,158856,95753,606212
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-12-08,nonreportable,73105,72387,606212
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-12-08,other_rept,103220,115016,606212
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-12-15,asset_manager,128283,144284,592538
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-12-15,dealer,139219,168901,592538
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-12-15,leveraged_funds,155188,93678,592538
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-12-15,nonreportable,65700,76509,592538
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-12-15,other_rept,104148,109166,592538
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-12-22,asset_manager,127971,143883,590986
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-12-22,dealer,135772,171541,590986
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-12-22,leveraged_funds,155195,93019,590986
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-12-22,nonreportable,70612,71224,590986
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-12-22,other_rept,101436,111319,590986
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-12-29,asset_manager,129462,144008,594500
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-12-29,dealer,137913,171227,594500
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-12-29,leveraged_funds,152529,97161,594500
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-12-29,nonreportable,71900,70780,594500
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2020-12-29,other_rept,102696,111324,594500
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-01-05,asset_manager,138369,142472,610525
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-01-05,dealer,154145,163328,610525
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-01-05,leveraged_funds,137762,118659,610525
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-01-05,nonreportable,72133,74393,610525
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-01-05,other_rept,108116,111673,610525
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-01-12,asset_manager,133741,144793,605508
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-01-12,dealer,148109,166755,605508
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-01-12,leveraged_funds,146216,108097,605508
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-01-12,nonreportable,70308,75014,605508
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-01-12,other_rept,107134,110849,605508
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-01-19,asset_manager,139924,144640,618617
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-01-19,dealer,151208,170473,618617
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-01-19,leveraged_funds,145831,113988,618617
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-01-19,nonreportable,74871,73597,618617
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-01-19,other_rept,106783,115919,618617
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-01-26,asset_manager,133849,148463,613722
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-01-26,dealer,150425,168710,613722
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-01-26,leveraged_funds,145177,112587,613722
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-01-26,nonreportable,74315,72978,613722
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-01-26,other_rept,109956,110984,613722
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-02-02,asset_manager,137581,147154,618987
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-02-02,dealer,152104,169770,618987
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-02-02,leveraged_funds,147041,112933,618987
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-02-02,nonreportable,74365,74191,618987
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-02-02,other_rept,107896,114939,618987
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-02-09,asset_manager,144416,143108,625051
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-02-09,dealer,160876,164151,625051
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-02-09,leveraged_funds,132378,130144,625051
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-02-09,nonreportable,76608,73402,625051
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-02-09,other_rept,110773,114246,625051
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-02-16,asset_manager,151126,136834,626000
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-02-16,dealer,171430,154090,626000
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-02-16,leveraged_funds,114941,147979,626000
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-02-16,nonreportable,73480,76760,626000
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-02-16,other_rept,115023,110337,626000
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-02-23,asset_manager,146039,138383,618308
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-02-23,dealer,170833,150688,618308
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-02-23,leveraged_funds,115496,144194,618308
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-02-23,nonreportable,72490,75902,618308
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-02-23,other_rept,113450,109141,618308
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-03-02,asset_manager,142599,138084,610181
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-03-02,dealer,161169,156125,610181
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-03-02,leveraged_funds,121797,134480,610181
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-03-02,nonreportable,73639,72804,610181
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-03-02,other_rept,110977,108688,610181
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-03-09,asset_manager,138279,142966,611404
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-03-09,dealer,155987,161943,611404
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-03-09,leveraged_funds,134794,121995,611404
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-03-09,nonreportable,73808,72931,611404
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-03-09,other_rept,108536,111569,611404
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-03-16,asset_manager,132567,145650,604818
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-03-16,dealer,146963,167542,604818
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-03-16,leveraged_funds,142113,111910,604818
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-03-16,nonreportable,76188,68968,604818
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-03-16,other_rept,106987,110748,604818
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-03-23,asset_manager,135288,145011,609346
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-03-23,dealer,146200,170660,609346
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-03-23,leveraged_funds,147597,108329,609346
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-03-23,nonreportable,74832,71411,609346
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-03-23,other_rept,105429,113935,609346
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-03-30,asset_manager,133407,147984,611719
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-03-30,dealer,144520,173574,611719
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-03-30,leveraged_funds,152463,104459,611719
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-03-30,nonreportable,73283,73529,611719
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-03-30,other_rept,108046,112173,611719
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-04-06,asset_manager,138480,141577,608819
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-04-06,dealer,151855,164731,608819
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-04-06,leveraged_funds,136165,119539,608819
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-04-06,nonreportable,73787,72329,608819
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-04-06,other_rept,108532,110643,608819
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-04-13,asset_manager,142619,146164,627789
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-04-13,dealer,159114,167336,627789
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-04-13,leveraged_funds,138548,125124,627789
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-04-13,nonreportable,75546,75123,627789
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-04-13,other_rept,111962,114042,627789
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-04-20,asset_manager,141208,144423,620937
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-04-20,dealer,153878,169009,620937
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-04-20,leveraged_funds,140069,120725,620937
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-04-20,nonreportable,76013,73012,620937
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-04-20,other_rept,109769,113768,620937
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-04-27,asset_manager,143795,139873,616668
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-04-27,dealer,164093,156575,616668
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-04-27,leveraged_funds,121277,137724,616668
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-04-27,nonreportable,73957,74042,616668
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-04-27,other_rept,113546,108454,616668
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-05-04,asset_manager,139922,142917,614867
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-05-04,dealer,159276,160455,614867
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-05-04,leveraged_funds,130594,127650,614867
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-05-04,nonreportable,75750,71818,614867
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-05-04,other_rept,109325,112027,614867
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-05-11,asset_manager,143961,138545,614144
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-05-11,dealer,163412,155942,614144
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-05-11,leveraged_funds,118974,138967,614144
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-05-11,nonreportable,74054,73341,614144
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-05-11,other_rept,113743,107349,614144
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-05-18,asset_manager,139989,142990,615172
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-05-18,dealer,162147,157743,615172
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-05-18,leveraged_funds,130033,128339,615172
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-05-18,nonreportable,72740,74901,615172
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-05-18,other_rept,110263,111199,615172
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-05-25,asset_manager,141480,148011,629329
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-05-25,dealer,151523,175728,629329
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-05-25,leveraged_funds,153335,110983,629329
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-05-25,nonreportable,73234,77805,629329
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-05-25,other_rept,109757,116802,629329
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-06-01,asset_manager,138568,148297,623619
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-06-01,dealer,153720,170562,623619
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-06-01,leveraged_funds,146936,114984,623619
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-06-01,nonreportable,75599,74069,623619
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-06-01,other_rept,108796,115707,623619
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-06-08,asset_manager,138705,152216,632437
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-06-08,dealer,151326,177542,632437
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-06-08,leveraged_funds,155206,110418,632437
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-06-08,nonreportable,76672,75111,632437
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-06-08,other_rept,110528,117150,632437
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-06-15,asset_manager,143948,150325,639723
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-06-15,dealer,156357,176299,639723
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-06-15,leveraged_funds,151100,117584,639723
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-06-15,nonreportable,76122,77411,639723
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-06-15,other_rept,112196,118104,639723
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-06-22,asset_manager,141044,157258,648483
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-06-22,dealer,156369,180842,648483
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-06-22,leveraged_funds,160883,111480,648483
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-06-22,nonreportable,76824,78812,648483
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-06-22,other_rept,113363,120091,648483
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-06-29,asset_manager,147038,153556,653466
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-06-29,dealer,164369,175433,653466
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-06-29,leveraged_funds,147495,126961,653466
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-06-29,nonreportable,78302,78530,653466
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-06-29,other_rept,116262,118986,653466
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-07-06,asset_manager,149622,154119,660307
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-07-06,dealer,166734,176626,660307
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-07-06,leveraged_funds,146797,130532,660307
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-07-06,nonreportable,79351,79122,660307
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-07-06,other_rept,117803,119908,660307
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-07-13,asset_manager,137519,162330,651845
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-07-13,dealer,152266,186694,651845
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-07-13,leveraged_funds,171490,102285,651845
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-07-13,nonreportable,80322,76120,651845
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-07-13,other_rept,110248,124416,651845
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-07-20,asset_manager,140988,162751,660302
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-07-20,dealer,151690,191667,660302
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-07-20,leveraged_funds,173717,103610,660302
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-07-20,nonreportable,77262,81210,660302
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-07-20,other_rept,116645,121064,660302
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-07-27,asset_manager,143295,159087,657353
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-07-27,dealer,153638,188186,657353
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-07-27,leveraged_funds,166429,109659,657353
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-07-27,nonreportable,78946,78819,657353
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-07-27,other_rept,115045,121602,657353
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-08-03,asset_manager,137807,158883,644980
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-08-03,dealer,147192,188197,644980
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-08-03,leveraged_funds,172816,98076,644980
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-08-03,nonreportable,76266,78531,644980
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-08-03,other_rept,110899,121293,644980
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-08-10,asset_manager,139037,159561,649126
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-08-10,dealer,151379,186166,649126
6e,tff,EURO FX - CHICAGO MERCANTILE EXCHANGE,2021-08-10,leveraged_funds,169801,102833,649126
